Time:250Hz,Epoch,FCz,Oz,O1,PO7,O2,PO8,PO3,PO4,Event Id,Event Date,Event Duration
0.4639999992,3,-7415.0566406250,-7545.1440429688,-7702.7016601563,-7485.1293945313,-75387.6015625000,-115379.3203125000,-127530.0859375000,-141260.1093750000,,,
0.4679999992,3,-7415.0791015625,-7545.2558593750,-7702.8803710938,-7485.3305664063,-75387.7812500000,-115379.5703125000,-127530.5312500000,-141260.4218750000,,,
0.4719999994,3,-7417.2919921875,-7547.4013671875,-7704.9589843750,-7487.4541015625,-75389.8828125000,-115381.7578125000,-127532.6093750000,-141262.3906250000,,,
0.4759999993,3,-7417.1357421875,-7547.1557617188,-7704.6684570313,-7487.2304687500,-75389.5468750000,-115381.3515625000,-127532.1875000000,-141261.9687500000,,,
0.4799999993,3,-7415.3476562500,-7545.2558593750,-7702.9472656250,-7485.4423828125,-75387.8515625000,-115379.3671875000,-127530.2890625000,-141260.0937500000,,,
0.4839999992,3,-7414.4980468750,-7544.5849609375,-7702.3886718750,-7484.6826171875,-75387.1562500000,-115378.8515625000,-127529.7031250000,-141259.5156250000,,,
0.4879999992,3,-7416.8002929688,-7546.9770507813,-7704.6684570313,-7487.0517578125,-75389.5000000000,-115381.2890625000,-127532.1015625000,-141261.9531250000,,,
0.4919999992,3,-7417.8505859375,-7547.8710937500,-7705.4506835938,-7487.8789062500,-75390.3046875000,-115382.0703125000,-127532.8359375000,-141262.7343750000,,,
0.4959999993,3,-7420.8681640625,-7550.7988281250,-7708.5576171875,-7490.8291015625,-75393.2578125000,-115384.9296875000,-127535.7187500000,-141265.6406250000,,,
0.4999999993,3,-7422.2319335938,-7552.2519531250,-7710.1220703125,-7492.4833984375,-75394.8437500000,-115386.4765625000,-127537.3984375000,-141267.3750000000,,,
0.5039999993,3,-7422.1645507813,-7552.1845703125,-7709.9658203125,-7492.3940429688,-75394.7578125000,-115386.4062500000,-127537.2812500000,-141267.2656250000,,,
0.5079999992,3,-7426.4785156250,-7556.4091796875,-7713.9667968750,-7496.4394531250,-75398.7812500000,-115390.4062500000,-127541.1953125000,-141271.1406250000,,,
0.5119999992,4,-7424.9140625000,-7554.8671875000,-7712.4916992188,-7494.8525390625,-75397.1718750000,-115388.6640625000,-127539.4765625000,-141269.3750000000,,,
0.5159999991,4,-7420.6000976563,-7550.5756835938,-7708.3789062500,-7490.6503906250,-75393.0546875000,-115384.4375000000,-127535.2500000000,-141265.2812500000,,,
0.5199999991,4,-7419.7285156250,-7549.8378906250,-7707.4848632813,-7489.9125976563,-75392.3671875000,-115383.8125000000,-127534.6718750000,-141264.7031250000,,,
0.5239999990,4,-7420.4658203125,-7550.5756835938,-7708.0659179688,-7490.5385742188,-75392.8984375000,-115384.3750000000,-127535.2968750000,-141265.1875000000,,,
0.5279999990,4,-7420.7563476563,-7550.7319335938,-7708.3115234375,-7490.6279296875,-75393.0312500000,-115384.4140625000,-127535.2265625000,-141265.1718750000,,,
0.5319999990,4,-7422.9916992188,-7553.0117187500,-7710.8149414063,-7493.1093750000,-75395.4296875000,-115386.8281250000,-127537.5937500000,-141267.5156250000,,,
0.5359999991,4,-7422.4775390625,-7552.6093750000,-7710.3906250000,-7492.6621093750,-75395.0937500000,-115386.4921875000,-127537.3515625000,-141267.2500000000,,,
