Time:250Hz,Epoch,FCz,Oz,O1,PO7,O2,PO8,PO3,PO4,Event Id,Event Date,Event Duration
0.3519999995,2,-44416.2226562500,-64200.2187500000,-37743.1562500000,-15096.8144531250,-27737.8203125000,-53045.2031250000,-37231.3203125000,-65090.0000000000,,,
0.3559999994,2,-44432.0468750000,-64221.1875000000,-37764.9921875000,-15115.4560546875,-27760.6191406250,-53067.0390625000,-37252.6679687500,-65112.5507812500,,,
0.3599999994,2,-44441.7500000000,-64237.6367187500,-37781.6875000000,-15131.0576171875,-27778.5898437500,-53085.9257812500,-37270.2812500000,-65130.9921875000,,,
0.3639999994,2,-44441.2343750000,-64231.4687500000,-37774.6484375000,-15125.5371093750,-27770.7226562500,-53078.8437500000,-37263.1953125000,-65123.6171875000,,,
0.3679999996,2,-44442.4648437500,-64222.3046875000,-37764.4570312500,-15116.5957031250,-27758.9218750000,-53067.1093750000,-37252.8007812500,-65111.4804687500,,,
0.3719999995,2,-44532.9648437500,-64317.6132812500,-37860.7226562500,-15211.0771484375,-27856.9550781250,-53164.5156250000,-37348.6914062500,-65208.5742187500,,,
0.3759999995,2,-44391.7695312500,-64183.6367187500,-37729.2968750000,-15080.2519531250,-27723.8964843750,-53033.3125000000,-37217.8203125000,-65076.2304687500,,,
0.3799999994,2,-44417.4062500000,-64208.7812500000,-37753.2578125000,-15104.3476562500,-27747.8339843750,-53056.1093750000,-37241.2226562500,-65099.9218750000,,,
0.3839999994,3,-44422.1250000000,-64205.5859375000,-37747.7148437500,-15100.4804687500,-27743.0292968750,-53052.3984375000,-37235.9257812500,-65095.0039062500,,,
0.3879999993,3,-44427.7578125000,-64209.4726562500,-37752.9648437500,-15105.4423828125,-27749.8242187500,-53059.4843750000,-37241.1562500000,-65101.1757812500,,,
0.3919999993,3,-44435.3554687500,-64225.3867187500,-37771.0703125000,-15123.5478515625,-27766.9902343750,-53075.8242187500,-37258.8828125000,-65118.4960937500,,,
0.3959999993,3,-44436.7851562500,-64230.8867187500,-37775.1406250000,-15126.4082031250,-27770.4550781250,-53079.8476562500,-37263.0820312500,-65122.0273437500,,,
0.3999999992,3,-44516.2226562500,-64305.2734375000,-37847.6054687500,-15197.5312500000,-27842.8750000000,-53151.1289062500,-37334.9453125000,-65194.3593750000,,,
0.4039999992,3,-44380.8632812500,-64162.5351562500,-37706.2070312500,-15060.3818359375,-27699.4648437500,-53009.8203125000,-37194.5742187500,-65051.4648437500,,,
0.4079999994,3,-44420.3125000000,-64208.8710937500,-37753.2812500000,-15105.0175781250,-27749.2656250000,-53058.1210937500,-37241.0000000000,-65100.9726562500,,,
0.4119999993,3,-44438.0390625000,-64233.7031250000,-37777.3984375000,-15129.4931640625,-27773.3164062500,-53082.8867187500,-37265.2968750000,-65125.0468750000,,,
0.4159999993,3,-44422.7265625000,-64214.8593750000,-37756.9453125000,-15111.0302734375,-27750.7187500000,-53060.3125000000,-37244.6640625000,-65103.1875000000,,,
0.4199999992,3,-44415.0585937500,-64204.6914062500,-37746.7734375000,-15102.0224609375,-27741.8437500000,-53050.5000000000,-37234.2734375000,-65093.8671875000,,,
0.4239999992,3,-44427.8906250000,-64224.2929687500,-37767.3164062500,-15121.7587890625,-27764.3515625000,-53072.0234375000,-37254.6796875000,-65115.9257812500,,,
0.4279999994,3,-44515.6875000000,-64322.5507812500,-37865.6640625000,-15216.4414062500,-27862.8125000000,-53168.5859375000,-37352.5351562500,-65214.1640625000,,,
0.4319999993,3,-44372.3007812500,-64172.5703125000,-37715.3476562500,-15070.8417968750,-27709.8359375000,-53017.6210937500,-37203.0703125000,-65061.8789062500,,,
0.4359999993,3,-44397.9843750000,-64191.4570312500,-37734.5937500000,-15090.6904296875,-27728.2988281250,-53035.3437500000,-37221.8203125000,-65079.9414062500,,,
0.4399999992,3,-44408.2421875000,-64210.9062500000,-37755.9843750000,-15110.8066406250,-27750.4492187500,-53056.6914062500,-37242.9687500000,-65102.1132812500,,,
0.4439999992,3,-44413.9414062500,-64229.6132812500,-37775.0273437500,-15129.0234375000,-27769.7167968750,-53074.1484375000,-37262.2343750000,-65121.0468750000,,,
0.4479999992,3,-44410.7226562500,-64228.6054687500,-37772.3671875000,-15126.6767578125,-27766.0957031250,-53070.4843750000,-37259.8437500000,-65117.1992187500,,,
0.4519999993,3,-44416.0429687500,-64224.5156250000,-37767.7617187500,-15121.5361328125,-27761.0664062500,-53065.9687500000,-37254.8125000000,-65112.5078125000,,,
0.4559999993,3,-44496.1523437500,-64305.1601562500,-37850.5078125000,-15202.4716796875,-27844.9980468750,-53148.6250000000,-37337.2226562500,-65196.6171875000,,,
